,DATE,VOLUME,SOCIAL_VOLUME,SOCIAL_DOMINANCE,TWITTER_VOLUME,BEARISH_SENTIMENT,BULLISH_SENTIMENT,MARKET_DOMINANCE,MARKET_CAP
0,2020-08-13,7601154.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
1,2020-08-14,5633659.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
2,2020-08-15,62324246.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
3,2020-08-16,72288346.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
4,2020-08-17,92867483.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
5,2020-08-18,58709724.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
6,2020-08-19,116957218.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
7,2020-08-20,61050199.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
8,2020-08-21,54714311.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
9,2020-08-22,625834669.0,4147.331259720062,0.42716984184229384,3916.0606531881804,536.3545878693624,2674.828926905132,1.2768118685888186,22256656469.11767
10,2020-08-23,533516222.0,973.0,0.3926997400836253,890.0,61.0,685.0,1.2768118685888186,0.0
11,2020-08-24,654047886.0,2898.0,1.0357583230579532,2757.0,256.0,1943.0,1.2768118685888186,0.0
12,2020-08-25,1296231643.0,2698.0,0.8653787555609727,2552.0,350.0,1814.0,1.2768118685888186,0.0
13,2020-08-26,1523936183.0,3497.0,1.2194739209730685,3303.0,357.0,2450.0,1.2768118685888186,0.0
14,2020-08-27,1745262509.0,5234.0,1.790644447257413,4927.0,605.0,2982.0,1.4799190109760372,5573956740.0
15,2020-08-28,1062419927.0,3792.0,1.3280240389161475,3550.0,268.0,2195.0,1.3455757224661136,5191118051.0
16,2020-08-29,722809865.0,4766.0,1.856663692992127,4560.0,264.0,2778.0,1.4144361287801168,5479409791.0
17,2020-08-30,672452091.0,2085.0,0.9100193788299376,1950.0,206.0,1277.0,1.398784977920135,5599286082.0
18,2020-08-31,757843036.0,2375.0,0.8380351516049698,2232.0,251.0,1461.0,1.3158972933853748,5331877469.0
19,2020-09-01,840478583.0,2025.0,0.6494131229555513,1881.0,515.0,1088.0,1.3121038620056755,5615279003.0
20,2020-09-02,860943977.0,1867.0,0.6492377455071496,1709.0,314.0,1183.0,1.4126444598260015,5795622692.0
21,2020-09-03,1056310381.0,2556.0,0.9348392193580478,2298.0,266.0,1664.0,1.5485960627468855,5609535130.0
22,2020-09-04,1198658396.0,1627.0,0.5937912861949912,1482.0,247.0,660.0,1.4403375267361371,5295985518.0
23,2020-09-05,1100658876.0,775.0,0.3449304130708598,695.0,125.0,442.0,1.4160454550685764,4741813811.0
24,2020-09-06,1295401553.0,854.0,0.4356053843681936,755.0,101.0,489.0,1.0679543833869225,3783027600.0
25,2020-09-07,938599209.0,959.0,0.4385242903131401,788.0,106.0,453.0,1.251674439462532,4315905644.0
26,2020-09-08,665737573.0,1191.0,0.516684887292415,995.0,100.0,586.0,1.22041836808823,4102824925.0
27,2020-09-09,733303368.0,3569.0,1.3291968954370077,3355.0,119.0,2836.0,1.1543016644174393,3953266968.0
28,2020-09-10,787538737.0,3536.0,1.3549709731190007,3182.0,192.0,2218.0,1.2478461052281271,4354038118.0
29,2020-09-11,778716936.0,2386.0,0.927819817858004,2137.0,129.0,1523.0,1.1808923571346617,4154285413.0
30,2020-09-12,956266988.0,2528.0,1.2283531904141805,2282.0,187.0,1390.0,1.0993356271619537,4194745736.0
31,2020-09-13,1359733977.0,1663.0,0.8481102390314306,1460.0,124.0,1042.0,1.319622523817321,4628902017.0
32,2020-09-14,1215111467.0,1988.0,0.832896914343172,1807.0,262.0,1245.0,1.3458685355344568,4852223558.0
33,2020-09-15,1037362015.0,1734.0,0.6653926737733981,1566.0,214.0,1123.0,1.3748436534630353,4904936876.0
34,2020-09-16,962735276.0,2730.0,1.0540337059130134,2567.0,939.0,1429.0,1.3137092751816613,4730197429.0
35,2020-09-17,958135546.0,2700.0,0.9473052673681404,2507.0,716.0,1620.0,1.2966483801397426,4705067385.0
36,2020-09-18,761420062.0,1206.0,0.4108888964600865,1007.0,137.0,630.0,1.3453443025144136,4870502738.0
37,2020-09-19,649171449.0,1179.0,0.43843828209543,1045.0,127.0,672.0,1.29505396546788,4730293929.0
38,2020-09-20,877752604.0,1000.0,0.3823302262630279,859.0,112.0,618.0,1.2307329031960763,4405069000.0
39,2020-09-21,1186152824.0,853.0,0.2525461866414021,763.0,94.0,609.0,1.1243276510974611,3803216149.0
40,2020-09-22,761420928.0,1077.0,0.3406556910376239,927.0,108.0,742.0,1.092814360940761,3763672778.0
41,2020-09-23,573184001.0,2572.0,0.7919548228570725,2376.0,1346.0,839.0,1.1725645109560403,3866855968.0
42,2020-09-24,477047629.0,956.0,0.2595879177573341,779.0,111.0,581.0,1.1197207481634504,3892051837.0
