,DATE,VOLUME,SOCIAL_VOLUME,SOCIAL_DOMINANCE,TWITTER_VOLUME,BEARISH_SENTIMENT,BULLISH_SENTIMENT,MARKET_DOMINANCE,MARKET_CAP
0,2020-06-27,1170642989.2809153,1,0.0004286841112521,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
1,2020-08-04,1170642989.2809153,2,0.0006676057654433,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
2,2020-08-26,1170642989.2809153,2,0.00069744004631,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
3,2020-08-28,1170642989.2809153,1,0.0003502173098407,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
4,2020-09-10,1170642989.2809153,1,0.0003831931485065,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
5,2020-09-14,1170642989.2809153,1,0.0004189622305549,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
6,2020-09-15,1170642989.2809153,1,0.0003837327991772,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
7,2020-09-18,1170642989.2809153,1,0.0003407038942455,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
8,2020-09-28,1170642989.2809153,2,0.0006129328838492,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
9,2020-09-30,1170642989.2809153,1,0.0003107838902062,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
10,2020-10-01,1170642989.2809153,3,0.0009017159654823,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
11,2020-10-14,1170642989.2809153,2,0.0004968647832178,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
12,2020-10-15,369680080.0,6,0.0015643699109091,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
13,2020-10-16,538152950.0,8,0.002594513253098,1069.289608177172,185.65928449744465,656.3628620102214,0.24583559865435972,4670035357.127908
14,2020-10-17,251013721.0,1995,0.7585089880463546,1530.0,338.0,837.0,0.1782969621165774,692321347.0
15,2020-10-18,210495858.0,4964,2.178960999056252,4178.0,698.0,2276.0,0.1579522708033734,584789933.0
16,2020-10-19,282659600.0,5635,0.9788322106148144,4774.0,723.0,2850.0,0.1464373866330761,548638395.0
17,2020-10-20,132986824.0,2652,0.8100554393145686,2228.0,321.0,1537.0,0.149229325279133,559442533.0
18,2020-10-21,170247010.0,1735,0.4216517569633297,1320.0,232.0,770.0,0.1401066277937801,559668311.0
19,2020-10-22,167535285.0,1535,0.4856949392802222,1214.0,211.0,721.0,0.116221210986387,497703096.0
20,2020-10-23,208061132.0,1370,0.533403934730047,979.0,159.0,608.0,0.1079988111001411,459690856.0
21,2020-10-24,211874734.0,861,0.3730987563374789,644.0,122.0,392.0,0.1095747886506006,472451730.0
22,2020-10-25,579219749.0,914,0.4149339919010696,717.0,161.0,438.0,0.155953682047252,668550166.0
23,2020-10-26,382544935.0,511,0.1866734857894352,408.0,69.0,279.0,0.203912950870655,824184269.0
24,2020-10-27,274287936.0,721,0.2487665183038332,550.0,103.0,352.0,0.1894715519507324,791043710.0
25,2020-10-28,233618390.0,594,0.2200643892101763,429.0,75.0,248.0,0.1916919358129873,779001162.0
26,2020-10-29,206080148.0,507,0.2073085462641528,377.0,66.0,235.0,0.1898170950696733,774737809.0
27,2020-10-30,266133491.0,762,0.3129350598149494,557.0,133.0,294.0,0.1815642170825474,742597782.0
28,2020-10-31,219037031.0,673,0.2824443819588126,458.0,95.0,252.0,0.1913388606905073,794058684.0
29,2020-11-01,130419898.0,1074,0.4894856299051109,905.0,612.0,211.0,0.1910023786399327,796182999.0
30,2020-11-02,191177882.0,755,0.309346357292994,592.0,322.0,179.0,0.1917043872540567,782672507.0
31,2020-11-03,243330707.0,478,0.1872336425169215,347.0,51.0,228.0,0.1863138500492219,772318301.0
32,2020-11-04,178955656.0,681,0.2708291906939749,588.0,43.0,459.0,0.1888053541922198,792705725.0
33,2020-11-05,200137403.0,1411,0.4319502354144089,1325.0,67.0,726.0,0.1789798523277851,811314809.0
34,2020-11-06,273995528.0,553,0.1886045988144853,465.0,67.0,180.0,0.1917658610259961,884475501.0
35,2020-11-07,366284143.0,290,0.1240275597791454,209.0,56.0,100.0,0.2142367810890603,944113819.0
36,2020-11-08,150964354.0,616,0.3404029575269946,509.0,45.0,362.0,0.2030528915003709,927056577.0
37,2020-11-09,180009188.0,993,0.434708377657828,826.0,84.0,498.0,0.2135556754872037,968729953.0
38,2020-11-10,158970696.0,619,0.2539237162289662,455.0,56.0,307.0,0.2133107743603085,970541730.0
39,2020-11-11,232144487.0,673,0.25272818764223,593.0,445.0,100.0,0.2141854827536923,992866720.0
40,2020-11-12,284342415.0,378,0.1376206911616934,289.0,53.0,159.0,0.2102242721713952,996267500.0
41,2020-11-13,208751356.0,400,0.1443100356806563,314.0,59.0,208.0,0.2055534001181228,985950401.0
42,2020-11-14,226811961.0,291,0.1311466544082852,215.0,31.0,124.0,0.2081434615849068,983926191.0
43,2020-11-15,207031791.0,358,0.1656241903845442,278.0,104.0,123.0,0.2127375736470576,994849808.0
44,2020-11-16,225821547.0,329,0.083759343367482,238.0,31.0,136.0,0.2006261355802043,977369759.0
45,2020-11-17,254278722.0,415,0.095512082853855,327.0,63.0,173.0,0.2046083935987919,1045562686.0
46,2020-11-18,222394094.0,1280,0.3063828157538214,1201.0,523.0,606.0,0.206472188283253,1054993660.0
47,2020-11-19,138847497.0,394,0.1308235575374623,286.0,45.0,151.0,0.2122704566345007,1081986851.0
48,2020-11-20,206424267.0,338,0.1073820386067021,255.0,73.0,112.0,0.2089276704013374,1117848598.0
49,2020-11-21,340108346.0,349,0.1113415217738076,276.0,49.0,180.0,0.2017845499663778,1118415810.0
50,2020-11-22,242678480.0,348,0.1238222652358316,279.0,59.0,142.0,0.2065371134287829,1130419942.0
51,2020-11-23,203742823.0,651,0.1934356670410583,561.0,66.0,247.0,0.2038448600522351,1158328556.0
52,2020-11-24,292854213.0,738,0.1861859134462558,498.0,145.0,235.0,0.199777727494264,1180296176.0
53,2020-11-25,525807843.0,717,0.2242145454886595,500.0,71.0,312.0,0.2473142866461645,1409471350.0
54,2020-11-26,439732587.0,634,0.1978974179693352,486.0,39.0,401.0,0.2411409971060943,1259484252.0
55,2020-11-27,201186321.0,642,0.2331366318656378,536.0,29.0,457.0,0.2413055876885844,1259908266.0
56,2020-11-28,156394466.0,525,0.2131512277510718,428.0,35.0,314.0,0.2342116325083107,1270383920.0
57,2020-11-29,109875137.0,443,0.1829112199311296,365.0,50.0,197.0,0.2307627294302371,1285040510.0
58,2020-11-30,180118858.0,427,0.1106590302433462,340.0,34.0,239.0,0.2206260618535432,1316163403.0
59,2020-12-01,250574481.0,1063,0.292851987150878,986.0,30.0,914.0,0.2352851676958557,1339483304.0
60,2020-12-02,188590617.0,1238,0.4315859563742596,1141.0,38.0,1056.0,0.2328899838604483,1357977318.0
61,2020-12-03,163380791.0,586,0.1867407681227772,496.0,50.0,366.0,0.2319292969480396,1371094489.0
62,2020-12-04,210732515.0,424,0.1378211900079637,365.0,37.0,273.0,0.2422636401755562,1361338215.0
63,2020-12-05,162650830.0,490,0.2139364303178484,413.0,27.0,322.0,0.2247727566337515,1304145023.0
64,2020-12-06,150831709.0,281,0.1208305920699011,215.0,16.0,167.0,0.2275604586272662,1340176811.0
65,2020-12-07,280154781.0,737,0.2417233530341692,575.0,81.0,418.0,0.2240504769613477,1307384229.0
66,2020-12-08,252540812.0,1135,0.3872847754430742,947.0,93.0,737.0,0.2498632468268596,1378569291.0
